0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,0,0,1,1,13
0.09,0,0,0,0,0.09,0,0.28,0,0,0,0.76,0.09,0,0,0,0.38,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0.38,0,0,0,0.09,0,0,0.47,0,0.09,0,0,0,0,0,0,0.026,0.093,0,0.013,0.12,0,2.658,24,577
0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0.744,0,0.148,0,0,1.972,18,71
0.58,0,0.19,0,1.75,0.39,0.58,0,0,0.19,0.39,0.78,0.39,0,0,0.58,0.58,0.58,4.29,0,0.39,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.271,0,0.067,0.135,0,3.015,21,190
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,1.93,1.69,0.72,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0,0,0.24,0,0,0.24,0,0.24,0.48,0,0,0,0.148,0.074,0,0,0,2.386,12,210
0,0,0.62,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0.62,1.25,0,0,0,0,0,1.25,0.62,0,0.62,0,0.62,0.62,0,0.62,0,0.62,0.62,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.084,0,0.169,0,0,1.863,10,82
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.86,0,0.86,0,0,0,0.152,0,0.457,0,0,1.192,3,31
0.51,0,0.77,0,0.25,0.25,0,0,0,0.51,0,1.55,0,0,0,0.77,1.55,0,4.9,0,2.58,0,0.77,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.179,0,0.359,0.403,0.134,5.774,56,358
0,0,0,0,0,0,0,1.05,0,0,0.52,1.05,0.52,0,0,1.05,0,0,3.7,1.05,1.05,0,1.58,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0.263,0,6.487,47,266
0,0,1.35,1.35,0,0,0,1.35,0,0,0,0,0,0,0,1.35,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,3.588,0,0,2.516,17,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9
0.17,0,0.51,0,0.17,0,0.17,0.34,0.17,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,1.559,10,145
0,0.14,0.14,0,0,0,0.14,0.14,0,0,0,0.14,0,0,0.14,0,0,0,0.28,0,0,0,0,0,1.13,0.42,0.28,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0.84,0,0,0,0.14,0.14,0,0,0.16,0,0,0,0.072,5.331,80,1029
