1.180159937943229057e-02,9.881984006205676296e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.434101250387919324e-06,9.999985658987495807e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.999998999999901717e-01,1.000000099473604149e-07
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
6.575296022417424466e-09,9.999999934247039146e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.628023632564879373e-06,9.999983719763674284e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.616638303667693719e-08,9.999999838336168789e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
7.467638865944229856e-09,9.999999925323610483e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
2.921372982021565159e-08,9.999999707862701204e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.166952428544420498e-06,9.999988330475715337e-01
3.000000899999980113e-14,9.999999999999699130e-01
2.935169809346014309e-08,9.999999706483019279e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.999998999999901717e-01,1.000000099473604149e-07
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.999909146011317640e-01,9.085398868345225215e-06
3.000000899999980113e-14,9.999999999999699130e-01
9.999806719118395915e-01,1.932808816031952783e-05
1.710061667394451875e-07,9.999998289938332174e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.077463340000890863e-08,9.999999692253666028e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
5.892012736872283121e-06,9.999941079872631811e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
2.474296175111386983e-02,9.752570382488860989e-01
9.492553746670357757e-11,9.999999999050743771e-01
9.991911383263604174e-01,8.088616736397122829e-04
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
5.270747547575415820e-11,9.999999999472926060e-01
2.178096325194046049e-08,9.999999782190367448e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.999998999999901717e-01,1.000000099473604149e-07
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
5.289852547161646434e-01,4.710147452838353010e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.974760386554948513e-14,9.999999999999602540e-01
3.000000899999980113e-14,9.999999999999699130e-01
6.563744457221017265e-08,9.999999343625552983e-01
7.487094485170281270e-12,9.999999999925128780e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
2.799618975306650270e-01,7.200381024693348619e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
2.270170193021281870e-12,9.999999999977298160e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.999998999999901717e-01,1.000000099473604149e-07
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.750318985709325717e-08,9.999999024968101446e-01
1.137216084883126560e-01,8.862783915116874134e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
8.081757986548784300e-01,1.918242013451216255e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
6.206863709354369651e-02,9.379313629064564006e-01
2.268006878586923958e-01,7.731993121413074377e-01
3.000000899999980113e-14,9.999999999999699130e-01
5.894423796051222895e-11,9.999999999410558171e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
9.914622321224548737e-08,9.999999008537768797e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.460967446598698240e-09,9.999999985390325419e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
8.567544791636046986e-01,1.432455208363952737e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.267781514298372094e-08,9.999999873221847579e-01
3.000000899999980113e-14,9.999999999999699130e-01
1.033606912177951274e-10,9.999999998966392356e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
3.000000899999980113e-14,9.999999999999699130e-01
